accession,bp,cc,mf,pdb_status,status
P07308,1,1,1,False,False
P13011,1,1,1,False,False
Q6P7B9,1,0,1,False,False
Q9TT94,1,1,0,False,False
O00767,1,1,1,True,True
Q9P7D4,1,1,0,False,False
P82611,1,1,0,False,False
Q99798,1,1,1,False,False
Q9ER34,1,1,1,False,False
P19414,1,1,1,False,False
Q86TX2,1,1,1,False,False
O55137,1,1,1,False,False
O88267,1,1,1,False,False
P49753,1,1,1,True,True
O55171,1,1,1,False,False
Q9QYR7,1,1,1,False,False
Q8N9L9,1,1,1,True,True
Q8BWN8,1,1,1,False,False
Q6Q2Z6,1,1,1,False,False
Q3I5F7,1,1,1,False,False
O14734,1,1,1,False,False
P58137,1,1,1,False,False
Q9Y305,1,1,1,False,False
Q9R0X4,1,1,1,False,False
O65202,1,1,1,True,True
Q15067,1,1,1,False,False
Q9R0H0,1,1,0,False,False
P07872,1,0,1,True,True
O65201,1,0,1,False,False
Q99424,1,1,1,False,False
P97562,1,1,1,False,False
P0CZ23,1,0,1,False,False
O15254,1,1,1,False,False
Q9EPL9,1,1,1,False,False
Q63448,1,1,1,False,False
Q96329,1,1,1,True,True
P34355,1,0,0,False,False
Q9NUZ1,1,1,1,False,False
P13711,1,1,0,False,False
P11829,1,1,1,False,False
Q9SW21,1,0,0,False,False
Q5B2K4,1,0,1,False,False
P21515,1,0,1,False,False
P13798,1,1,1,False,False
P53665,1,1,0,False,False
P52505,1,1,1,True,True
Q94519,1,0,0,False,False
O14561,1,1,0,True,True
P9WQF3,1,1,1,True,True
P11943,1,0,1,False,False
P32463,1,0,0,False,False
P24224,1,0,1,True,True
P37623,1,0,1,False,False
P0A6A8,1,1,1,True,True
Q9FZ47,1,1,0,False,False
P48182,1,1,0,False,False
Q93149,1,0,0,False,False
Q9LX29,1,1,1,False,False
Q9LNA5,1,0,0,False,False
P0AE06,1,1,1,True,True
Q29016,1,1,0,False,False
P10323,1,1,1,False,False
P23578,1,1,1,False,False
P29293,1,1,0,False,False
P0ACS9,1,0,1,True,True
P0AAW9,1,1,1,True,True
P9WMK1,1,1,1,False,False
Q01574,1,1,1,True,True
Q08AH3,1,0,1,True,True
Q68CK6,1,0,1,False,False
Q9NUB1,1,1,1,True,True
P52910,1,1,1,False,False
Q9VP61,1,0,0,False,False
P27550,1,1,1,False,False
P16928,1,1,0,False,False
Q9NR19,1,1,1,False,False
Q9QXG4,1,1,1,False,False
Q07340,1,0,1,True,True
Q07341,1,0,0,True,True
Q46389,1,0,1,True,True
Q96CM8,1,1,1,False,False
Q4G176,1,1,1,False,False
P33121,1,1,1,False,False
P41216,1,1,0,False,False
P18163,1,1,1,False,False
O95573,1,1,1,False,False
Q63151,1,0,1,False,False
O60488,1,1,1,False,False
Q9QUJ7,1,1,1,False,False
O35547,1,1,1,False,False
Q9ULC5,1,1,1,False,False
O88813,1,1,1,False,False
Q9UKU0,1,1,1,False,False
Q91WC3,1,1,1,False,False
P33124,1,1,1,False,False
Q08AH1,1,1,1,False,False
Q91VA0,1,1,1,False,False
Q3UNX5,1,1,1,False,False
Q7TN78,1,1,1,False,False
Q6P461,1,0,0,False,False
B9DGD6,1,1,1,False,False
Q96WT2,1,0,1,False,False
Q54GX7,1,1,1,False,False
P0CJ46,1,1,0,False,False
P0DM41,1,0,0,True,True
P07830,1,1,1,True,True
P10987,1,1,0,True,True
P86287,1,1,1,True,True
Q553U6,1,1,0,False,False
Q96292,1,1,1,False,False
P10984,1,1,0,False,False
P02572,1,1,0,False,False
Q8ILW9,1,0,1,False,False
P0DM42,1,1,0,False,False
P07829,1,1,0,False,False
P53501,1,1,0,False,False
P10981,1,1,0,False,False
P83967,1,0,0,False,False
P53492,1,1,0,False,False
Q96293,1,1,1,False,False
P08023,1,1,0,True,True
P62736,1,1,0,False,False
P62737,1,1,1,False,False
P62738,1,1,0,False,False
Q9BYX7,1,1,0,False,False
P60712,1,1,0,True,True
P24005,1,1,1,True,True
P60709,1,1,1,True,True
P60710,1,1,0,False,False
P60711,1,1,1,False,False
P68032,1,1,1,False,False
P68033,1,1,0,False,False
P68035,1,0,0,False,False
P63261,1,1,1,True,True
P63260,1,1,1,False,False
P63259,1,1,0,False,False
Q01718,1,1,1,False,False
P63267,1,1,0,False,False
Q9H568,1,0,0,False,False
Q3B7N2,1,0,1,False,False
P05094,1,1,1,True,True
P12814,1,1,1,True,True
Q7TPR4,1,1,1,True,True
P20111,1,1,0,False,False
P35609,1,1,1,True,True
Q9JI91,1,1,1,False,False
Q08043,1,1,1,True,True
O88990,1,1,1,False,False
O43707,1,1,1,True,True
P57780,1,1,1,False,False
Q9QXQ0,1,1,1,False,False
P05095,1,1,1,True,True
P18091,1,1,1,False,False
P32705,1,1,1,False,False
P68133,1,1,1,False,False
P68134,1,1,0,True,True
P68136,1,0,0,True,True
Q54I79,1,1,1,False,False
P42025,1,1,0,False,False
P45889,1,1,0,False,False
P61163,1,1,0,False,False
P10989,1,1,0,False,False
P60010,1,1,1,True,True
Q65G33,1,0,1,False,False
P39065,1,0,1,False,False
P36896,1,1,1,False,False
Q61271,1,1,1,False,False
P80202,1,0,1,False,False
Q8NER5,1,1,1,False,False
Q8K348,1,1,0,False,False
P70539,1,1,1,False,False
P37023,1,1,1,True,True
Q61288,1,0,0,False,False
P80203,1,1,1,False,False
Q90ZK6,1,1,1,False,False
Q04771,1,1,1,True,True
P37172,1,1,1,False,False
P80201,1,1,1,False,False
Q8RM04,1,0,1,True,True
Q8RM03,1,0,1,True,True
Q8RM02,1,0,1,True,True
Q6AYS7,1,0,1,False,False
Q6PTT0,1,0,1,False,False
Q03154,1,1,1,True,True
P45381,1,1,1,True,True
Q8R3P0,1,1,1,False,False
Q9R1T5,1,1,1,True,True
Q96HD9,1,1,0,False,False
A0QWG5,1,0,1,True,True
P9WMB5,1,0,0,False,False
P07311,1,1,1,True,True
Q9VF36,1,1,1,True,True
P14621,1,0,1,False,False
P0AB65,1,0,1,True,True
O14672,1,1,1,True,True
O35598,1,1,1,False,False
O75078,1,1,1,False,False
O43184,1,1,1,False,False
Q61824,1,0,0,False,False
Q13444,1,1,1,False,False
O88839,1,0,0,False,False
Q9QYV0,1,0,1,False,False
Q9VAC5,1,0,1,False,False
P78536,1,1,1,True,True
Q9Z0F8,1,1,1,False,False
O77636,1,0,1,False,False
Q9Z1K9,1,1,1,False,False
Q9Y3Q7,1,1,1,False,False
O35674,1,1,0,False,False
P35348,1,1,1,False,False
P97718,1,1,1,False,False
P43140,1,1,1,True,True
P35368,1,1,1,False,False
P97717,1,1,1,False,False
P15823,1,1,1,False,False
P25100,1,1,1,False,False
P97714,1,0,1,False,False
P23944,1,1,1,False,False
O43506,1,1,1,False,False
Q9UKJ8,1,1,1,False,False
Q9P0K1,1,1,0,True,True
Q9R1V6,1,1,0,False,False
O75077,1,1,1,False,False
Q9R160,1,0,0,False,False
Q9UKQ2,1,0,1,False,False
Q9UKF5,1,1,1,False,False
Q90WY4,1,0,1,False,False
P08913,1,1,1,True,True
Q01338,1,0,1,False,False
P18871,1,1,1,False,False
P22909,1,1,1,False,False
Q90WY5,1,0,1,False,False
P18089,1,1,1,True,True
P30545,1,0,1,False,False
P19328,1,1,1,False,False
Q90WY6,1,0,1,False,False
P18825,1,1,1,False,False
Q01337,1,0,1,False,False
P22086,1,1,1,False,False
Q59WH0,1,0,1,False,False
Q9P7J7,1,1,0,True,True
Q02336,1,1,1,True,True
Q9UKF2,1,1,1,False,False
Q5SUE7,1,1,1,False,False
Q6DHV7,1,1,1,False,False
P70505,1,0,0,False,False
Q99965,1,1,1,False,False
Q60718,1,1,0,False,False
Q63202,1,1,0,False,False
Q5BK84,1,0,0,False,False
P78325,1,1,1,True,True
Q05910,1,1,1,False,False
Q13443,1,1,1,True,True
Q61072,1,1,1,False,False
O75689,1,1,1,True,True
Q9NPF8,1,1,1,False,False
Q9NII1,1,1,1,True,True
P97275,1,0,1,True,True
O96759,1,0,1,True,True
O00116,1,1,1,False,False
Q9V3R6,1,0,1,False,False
Q9BUB4,1,0,1,False,False
Q96EY9,1,1,0,False,False
P06134,1,0,1,True,True
P00813,1,1,1,True,True
P03958,1,1,1,True,True
Q920P6,1,1,1,False,False
Q54CH1,1,1,0,False,False
Q86KB1,1,0,0,False,False
Q55CH0,1,1,0,False,False
Q8LPN3,1,1,1,False,False
Q6TAS3,1,0,1,False,False
Q9U9K0,1,1,0,False,False
Q03233,1,0,0,False,False
P35611,1,1,1,False,False
Q9QYC0,1,1,1,False,False
Q63028,1,1,1,False,False
P35612,1,1,1,False,False
Q9QYB8,1,1,1,False,False
Q05764,1,0,0,False,False
Q9UEY8,1,1,1,False,False
Q62847,1,1,1,False,False
P22333,1,1,1,False,False
P31441,1,0,1,False,False
P31466,1,1,1,False,False
P31440,1,1,1,False,False
P71073,1,0,0,False,False
Q8X1T6,1,0,1,False,False
Q9P6I7,1,1,1,False,False
Q9RDE5,1,0,1,False,False
P53909,1,0,1,False,False
Q07750,1,1,1,True,True
P46589,1,0,0,False,False
Q2V2Q1,1,1,1,False,False
Q07749,1,1,1,True,True
Q9ZSK4,1,1,0,False,False
Q9ZSK3,1,0,0,False,False
O49606,1,0,0,False,False
P07327,1,1,1,True,True
P00325,1,1,1,True,True
P00326,1,1,1,True,True
P06525,1,1,1,True,True
P08843,1,0,1,False,False
P00329,1,1,1,False,False
P06757,1,1,1,False,False
P00330,1,1,1,True,True
P54202,1,0,1,False,False
P00331,1,0,1,False,False
P07246,1,1,1,False,False
P08319,1,1,1,True,True
Q9QYY9,1,0,1,True,True
Q64563,1,0,1,False,False
Q09669,1,1,1,False,False
P10127,1,1,1,False,False
P38113,1,0,0,False,False
P28332,1,1,1,False,False
Q04894,1,0,1,True,True
P40394,1,1,1,True,True
Q64437,1,1,1,False,False
P41682,1,0,1,False,False
P25377,1,0,1,False,False
P9WQB9,1,1,0,False,False
P0A9Q7,1,1,1,False,False
P72324,1,0,0,False,False
P39451,1,0,1,True,True
P46415,1,0,1,False,False
P11766,1,1,1,True,True
P28474,1,1,1,True,True
P12711,1,1,1,False,False
P00334,1,1,1,True,True
P81786,1,0,1,False,False
P00332,1,0,1,False,False
P28629,1,1,1,True,True
P60061,1,1,1,True,True
Q8R400,1,1,0,False,False
Q6NRK1,1,1,1,False,False
Q8R2Z0,1,1,1,False,False
Q15848,1,1,1,True,True
Q60994,1,1,1,True,True
Q9Y2D8,1,1,0,False,False
Q8VC66,1,1,0,False,False
Q15847,1,1,0,False,False
P33234,1,0,1,False,False
Q9SF85,1,1,1,False,False
Q9LZG0,1,1,1,False,False
P55263,1,1,1,True,True
P55264,1,1,1,True,True
Q64640,1,1,1,True,True
P47143,1,0,1,False,False
O22161,1,1,0,False,False
Q9M224,1,1,0,False,False
Q60813,1,1,0,False,False
Q7Z4H4,1,1,1,True,True
P61312,1,0,1,False,False
P35318,1,1,1,True,True
P97297,1,0,0,False,False
P43145,1,1,1,False,False
O74364,1,0,0,False,False
O94619,1,1,0,False,False
O74522,1,1,0,False,False
Q8W420,1,1,0,False,False
Q9C9W9,1,0,1,False,False
O23147,1,0,1,False,False
Q8RY29,1,0,1,False,False
Q9BRR6,1,1,1,False,False
Q9NRN7,1,1,1,True,True
Q93K97,1,1,1,True,True
Q01976,1,1,1,False,False
P54922,1,0,1,True,True
P54923,1,0,1,False,False
Q02589,1,0,1,False,False
P67343,1,0,1,False,False
P0DN70,1,0,1,False,False
Q3LIE5,1,1,1,False,False
P24935,1,0,0,False,False
Q9FW44,1,0,1,False,False
Q96A54,1,1,1,True,True
Q91VH1,1,1,1,False,False
Q22618,1,1,0,False,False
Q86V24,1,1,1,True,True
Q8BQS5,1,1,1,False,False
P08588,1,1,1,True,True
P34971,1,1,1,False,False
P18090,1,1,1,True,True
P07550,1,1,1,True,True
P18762,1,1,1,False,False
Q8UUY8,1,0,0,False,False
P10608,1,1,1,False,False
P13945,1,1,1,True,True
P25962,1,1,1,False,False
P26255,1,1,1,False,False
P76261,1,0,0,False,False
Q94177,1,0,0,False,False
Q9VCY8,1,0,1,False,False
Q556N5,1,0,0,False,False
Q7K2G1,1,1,0,False,False
Q16186,1,1,1,True,True
Q9JKV1,1,0,0,True,True
P08165,1,1,1,True,True
Q54KG7,1,0,0,False,False
Q9V3T9,1,1,0,False,False
P22570,1,1,1,False,False
P56522,1,1,1,False,False
P48360,1,1,1,False,False
Q12184,1,1,1,True,True
O65797,1,1,0,False,False
Q9SID2,1,1,0,False,False
Q949X0,1,1,0,False,False
Q28046,1,1,1,False,False
Q5ZIV9,1,0,0,False,False
Q9Y6U3,1,1,1,True,True
P31167,1,1,1,False,False
P12235,1,1,1,False,False
P48962,1,1,0,False,False
Q05962,1,1,1,False,False
P04710,1,1,1,False,False
P40941,1,1,1,False,False
P05141,1,1,1,False,False
P18239,1,1,1,True,True
O49447,1,1,1,False,False
P12236,1,1,1,False,False
P18238,1,0,0,True,True
Q8LB08,1,1,1,False,False
Q9FM86,1,0,1,False,False
Q26365,1,1,1,False,False
P31691,1,0,0,False,False
Q09188,1,1,1,False,False
P37193,1,0,0,False,False
P00257,1,1,1,True,True
P10109,1,1,1,True,True
P24483,1,1,1,False,False
P38872,1,0,0,False,False
P25613,1,1,1,False,False
Q07732,1,1,0,False,False
Q05955,1,1,1,False,False
Q6ZN18,1,1,0,True,True
Q9Z248,1,1,1,False,False
Q9LEW3,1,1,0,False,False
O04496,1,1,0,False,False
Q96SZ5,1,1,1,False,False
Q84P17,1,1,0,False,False
Q8VZF1,1,1,1,False,False
Q8A861,1,0,1,True,True
A0Q5S7,1,0,1,False,False
Q8WTP8,1,1,1,False,False
P15228,1,1,0,False,False
P32493,1,0,1,False,False
P22136,1,1,0,False,False
Q12089,1,1,0,False,False
P50466,1,1,1,False,False
Q8NIL3,1,1,0,False,False
P23872,1,0,1,True,True
Q08117,1,1,1,False,False
P63002,1,1,1,False,False
G5ECD9,1,0,1,False,False
Q8N4X5,1,1,1,True,True
Q13015,1,1,0,False,False
Q59LC9,1,1,0,False,False
P42568,1,1,0,True,True
A2AM29,1,0,0,False,False
P53930,1,1,0,True,True
P84797,1,0,0,False,False
P43652,1,1,1,True,True
Q90738,1,1,1,False,False
Q8VH46,1,1,1,False,False
Q9LW29,1,1,0,False,False
Q9LPW7,1,0,0,False,False
P51566,1,0,0,False,False
P51567,1,0,1,False,False
P51568,1,0,1,False,False
Q5AU81,1,0,1,False,False
G5EGL9,1,1,0,False,False
P32317,1,1,0,False,False
P32794,1,1,1,False,False
Q920A7,1,1,0,False,False
Q9Y4W6,1,1,1,True,True
Q8JZQ2,1,1,0,False,False
P39925,1,1,1,False,False
Q99222,1,1,0,False,False
Q00278,1,0,1,False,False
P87017,1,0,1,False,False
Q6UEG5,1,0,1,False,False
Q12062,1,1,1,False,False
Q6UEG2,1,0,1,False,False
Q9UQY0,1,0,1,False,False
O13345,1,0,0,False,False
P52957,1,0,1,False,False
Q6UEF2,1,0,1,False,False
Q6UEF1,1,0,1,False,False
Q5BEJ8,1,0,0,False,False
Q5BEJ7,1,0,0,False,False
Q5BEJ5,1,1,0,False,False
P83141,1,0,0,False,False
Q9LQ98,1,1,0,False,False
P84884,1,0,0,False,False
P83142,1,0,0,False,False
Q9LMX5,1,1,0,False,False
P83137,1,0,0,False,False
Q9S7Z2,1,1,0,False,False
P84794,1,0,1,False,False
P85102,1,0,1,False,False
D0EXD3,1,1,0,True,True
P33304,1,1,1,False,False
Q9ZN78,1,1,1,False,False
Q8LAW2,1,0,0,False,False
B2KSJ6,1,0,1,False,False
P22149,1,1,1,False,False
Q08957,1,1,1,True,True
A0R611,1,0,1,False,False
P9WN03,1,1,1,False,False
O53582,1,0,0,False,False
P9WMZ7,1,0,0,False,False
Q9LM46,1,0,0,False,False
Q3UGP8,1,0,0,False,False
P55869,1,1,0,False,False
P32323,1,1,1,False,False
P32781,1,1,1,False,False
P85974,1,1,1,False,False
A0KYQ5,1,0,1,False,False
G0L322,1,1,1,True,True
Q9RGX8,1,1,1,True,True
A0KYQ6,1,0,1,False,False
Q8RX86,1,1,0,False,False
Q9UUZ4,1,0,1,False,False
Q5AU92,1,0,1,False,False
Q5AX28,1,0,1,False,False
B3PGJ1,1,0,1,False,False
P06720,1,1,1,False,False
P06280,1,1,1,True,True
P51569,1,1,1,False,False
Q9URZ0,1,1,1,False,False
Q8VHH5,1,1,1,False,False
P0ACK2,1,0,1,False,False
A0KYQ7,1,0,1,False,False
Q9LTW5,1,0,0,False,False
Q12482,1,1,1,False,False
O82171,1,0,0,False,False
Q9FVJ3,1,1,1,False,False
Q8LFN9,1,0,0,False,False
Q5W7F2,1,1,1,False,False
Q9FL69,1,1,0,False,False
Q9FIQ0,1,0,0,False,False
Q5AWI5,1,0,1,False,False
Q5AW25,1,0,1,False,False
Q04412,1,1,1,False,False
P40529,1,0,1,False,False
P52594,1,1,1,True,True
Q8K2K6,1,1,0,False,False
Q8DPV9,1,0,1,False,False
Q8N302,1,1,0,False,False
Q9M6E9,1,1,1,True,True
Q53H12,1,1,1,False,False
Q9ESW4,1,1,1,False,False
Q38841,1,0,0,False,False
Q38837,1,0,0,False,False
Q38838,1,1,1,False,False
Q38847,1,1,1,False,False
A2RVQ5,1,1,1,False,False
Q38840,1,0,0,False,False
Q9M2K8,1,0,0,False,False
O82743,1,1,0,False,False
O80807,1,0,0,False,False
O82794,1,1,1,False,False
Q9AT76,1,0,0,False,False
Q9LMM8,1,0,0,False,False
Q1PFA4,1,0,0,False,False
Q9FPN7,1,1,0,False,False
P29383,1,0,0,False,False
Q9FIS1,1,0,0,False,False
P29385,1,0,0,False,False
Q4PSU4,1,1,0,False,False
Q9FKK2,1,0,0,False,False
Q7X9I0,1,0,0,False,False
Q1PFC2,1,0,0,False,False
P29386,1,0,0,False,False
Q9LT93,1,0,0,False,False
Q9FLH5,1,0,0,False,False
Q38876,1,0,0,False,False
Q2EMT4,1,0,1,False,False
B3VA59,1,0,1,False,False
B3VA58,1,0,1,False,False
Q9FK51,1,0,1,True,True
Q12558,1,0,1,False,False
Q9C0Y4,1,1,1,False,False
O95394,1,0,1,False,False
Q9CYR6,1,0,1,True,True
P38628,1,0,1,False,False
O13716,1,1,1,False,False
O94510,1,1,1,False,False
Q9XGW1,1,0,1,False,False
Q9UL18,1,1,1,True,True
Q8CJG1,1,1,1,False,False
O74957,1,1,1,False,False
Q9UKV8,1,1,1,True,True
Q8CJG0,1,1,1,False,False
Q7PLK0,1,1,1,False,False
Q9H9G7,1,1,1,True,True
Q8CJF9,1,1,1,False,False
Q9ZVD5,1,1,1,False,False
Q9HCK5,1,1,1,False,False
Q8CJF8,1,1,1,False,False
Q9SJK3,1,1,0,True,True
O48771,1,1,1,False,False
Q9C793,1,1,0,False,False
Q84VQ0,1,1,1,False,False
Q9FVE0,1,1,0,False,False
Q9LVC0,1,1,0,False,False
Q9FPR2,1,1,0,False,False
P25376,1,0,1,False,False
Q94F57,1,1,0,False,False
P38090,1,1,0,False,False
P93013,1,0,0,False,False
Q9FZA2,1,1,0,False,False
Q9ZT17,1,0,0,False,False
P43548,1,0,1,False,False
Q9ZT16,1,1,0,False,False
Q9LY91,1,1,0,False,False
P19926,1,1,1,True,True
Q5RZ65,1,0,0,False,False
O95994,1,1,1,True,True
O88312,1,1,0,False,False
Q86SQ6,1,0,0,False,False
Q6QNK2,1,1,1,False,False
Q7Z7M1,1,1,1,False,False
Q14246,1,1,1,False,False
Q9UHX3,1,1,1,True,True
Q9BY15,1,1,1,False,False
Q86SQ3,1,1,1,False,False
Q5T601,1,1,1,False,False
Q8IZF7,1,1,1,False,False
Q8IZF3,1,1,1,False,False
Q9Y653,1,1,1,False,False
Q8K209,1,1,1,True,True
Q86Y34,1,1,0,False,False
Q8R0T6,1,0,0,False,False
Q8IZF4,1,1,1,False,False
Q96K78,1,1,1,False,False
Q9HBW9,1,1,1,False,False
O00253,1,1,1,True,True
P56473,1,0,0,False,False
P84816,1,1,0,False,False
Q940M2,1,1,1,False,False
Q9SR86,1,0,0,False,False
Q9VU95,1,0,0,False,False
Q9BYV1,1,1,1,False,False
Q64565,1,1,1,False,False
Q54RP0,1,1,1,False,False
P30556,1,1,1,True,True
P50052,1,1,1,True,True
P35374,1,0,1,False,False
P35351,1,1,1,True,True
P29754,1,1,1,False,False
P25095,1,1,1,True,True
P32303,1,0,1,False,False
P29755,1,0,0,False,False
P29089,1,1,1,False,False
P35373,1,0,1,False,False
Q8GWW7,1,0,1,True,True
B3PC73,1,0,1,True,True
Q5AQZ4,1,0,1,False,False
Q09LY5,1,0,1,True,True
Q9I6J9,1,0,1,False,False
P96105,1,0,1,False,False
P43567,1,0,1,True,True
O02219,1,1,1,False,False
Q12449,1,1,1,True,True
Q12433,1,1,0,False,False
P25649,1,1,0,False,False
Q3S4A7,1,1,1,True,True
Q9M2S3,1,0,0,False,False
Q9SJG4,1,1,1,False,False
Q9LZX7,1,0,0,False,False
Q9SR17,1,0,0,False,False
Q8GWQ2,1,0,0,False,False
O82166,1,1,1,False,False
O22130,1,1,1,False,False
Q6DBQ1,1,1,1,False,False
Q9S7C9,1,1,1,False,False
Q9C9K7,1,1,1,False,False
Q9SB31,1,1,1,False,False
Q9FHM5,1,1,1,False,False
A3FJ64,1,0,0,True,True
Q9ZNV9,1,1,1,True,True
P38013,1,1,1,True,True
Q9ZNV8,1,1,1,True,True
Q9SAZ5,1,1,1,False,False
Q8L9T7,1,1,1,False,False
Q9SSC9,1,0,0,False,False
P0AE08,1,1,1,True,True
P9WQB7,1,1,1,True,True
P9WQB5,1,1,1,True,True
Q5A4F3,1,1,1,False,False
Q3U1U7,1,1,0,False,False
O44712,1,1,1,False,False
P35869,1,1,1,True,True
P30561,1,1,1,True,True
Q8R4S7,1,1,1,False,False
Q8R4S6,1,1,1,False,False
Q8R4S5,1,1,1,False,False
Q8R4S4,1,1,1,False,False
Q8R4S2,1,1,1,False,False
P41738,1,1,1,False,False
Q9CY02,1,1,0,False,False
Q71EW5,1,0,1,True,True
P03875,1,1,1,False,False
P03876,1,1,1,False,False
Q8RYD6,1,1,1,False,False
Q9LES3,1,1,1,False,False
Q9C5Q2,1,1,1,False,False
Q9M7Q3,1,0,1,False,False
Q9ZPY8,1,1,1,False,False
Q9GZX7,1,1,1,True,True
Q9WVE0,1,0,1,False,False
Q6PBN2,1,1,1,True,True
Q96BJ3,1,0,0,False,False
Q8C4Q6,1,1,1,True,True
P33224,1,0,1,True,True
P55008,1,1,1,True,True
O70200,1,1,1,True,True
P55009,1,1,0,False,False
P52923,1,1,0,False,False
Q9GRX6,1,1,0,False,False
Q9VQ79,1,1,0,False,False
O95831,1,1,1,True,True
Q9Z0X1,1,1,1,True,True
Q9JM53,1,1,0,False,False
Q9BRQ8,1,1,1,False,False
Q96NN9,1,1,0,True,True
P54121,1,1,0,False,False
Q9FIX1,1,1,0,False,False
Q6PQQ3,1,1,0,False,False
Q6J9N8,1,0,0,False,False
P53109,1,1,1,False,False
P23180,1,0,0,False,False
Q9ZPI6,1,1,1,False,False
P39724,1,1,0,False,False
P40563,1,0,0,False,False
P47015,1,0,1,False,False
P47127,1,1,0,False,False
P32858,1,1,0,False,False
O14862,1,1,1,True,True
Q91VJ1,1,1,1,True,True
P38266,1,1,0,False,False
Q99299,1,1,0,False,False
Q12156,1,1,1,False,False
Q12904,1,1,1,True,True
P31230,1,0,1,False,False
Q13155,1,1,0,True,True
Q8R010,1,1,0,False,False
Q32PX2,1,0,0,False,False
O13728,1,1,1,True,True
Q16352,1,1,1,False,False
P46660,1,1,0,False,False
P23565,1,0,1,False,False
P54686,1,1,1,False,False
P46680,1,1,1,True,True
Q8RXD3,1,1,1,False,False
Q9NZN9,1,1,1,True,True
Q924K1,1,1,0,False,False
O00170,1,1,1,True,True
O08915,1,1,1,False,False
Q5FWY5,1,1,0,False,False
Q9S7I2,1,0,0,False,False
P40507,1,1,0,False,False
O01427,1,1,1,False,False
Q12476,1,1,1,True,True
Q9ZSP5,1,0,0,False,False
O43918,1,0,1,True,True
Q9Z0E3,1,1,1,False,False
A0A0A1H8I4,1,0,1,False,False
Q801X7,1,1,1,False,False
Q90WJ8,1,1,1,False,False
Q9VY77,1,1,0,False,False
Q96IF1,1,1,1,False,False
Q91XC0,1,1,1,False,False
Q02040,1,1,1,False,False
P14550,1,1,1,True,True
Q9JII6,1,1,1,True,True
O60218,1,1,1,True,True
C9JRZ8,1,1,1,False,False
Q04828,1,1,1,True,True
P52895,1,0,1,True,True
P42330,1,1,1,True,True
P17516,1,1,1,True,True
Q8VC28,1,0,0,True,True
P51857,1,1,1,True,True
P00561,1,0,1,True,True
Q9LYU8,1,1,0,True,True
P00562,1,1,1,False,False
P08660,1,1,1,True,True
O43572,1,1,0,True,True
O88845,1,1,0,False,False
O35817,1,1,1,False,False
O43687,1,1,1,False,False
Q6JP77,1,1,1,True,True
P0CW23,1,0,1,False,False
G3UWD5,1,1,0,False,False
Q92667,1,1,1,False,False
O88884,1,1,1,False,False
O54931,1,0,1,False,False
Q5U301,1,1,1,False,False
O75969,1,1,1,False,False
O88987,1,1,1,False,False
Q5JQC9,1,1,0,False,False
Q60662,1,1,1,False,False
P24588,1,1,1,True,True
D3YVF0,1,1,1,False,False
P24587,1,1,1,False,False
O43823,1,1,1,False,False
Q9DBR0,1,1,1,False,False
Q8K023,1,0,1,False,False
P51652,1,1,1,False,False
A4VFY3,1,0,1,False,False
P61855,1,1,1,False,False
Q9JJR5,1,0,0,False,False
Q9NWT8,1,1,0,True,False
B1AXD8,1,0,0,False,False
Q25C79,1,1,0,False,False
Q9VS59,1,1,1,False,False
Q9ULX6,1,1,1,False,False
P39010,1,1,1,False,False
Q29Q26,1,1,0,False,False
O80944,1,1,1,True,True
Q0PGJ6,1,1,1,True,True
Q9M338,1,1,0,False,False
Q90655,1,1,1,False,False
P74308,1,0,1,False,False
Q57926,1,0,0,False,False
Q58991,1,0,0,False,False
Q38998,1,0,1,True,True
Q01314,1,0,0,False,False
Q17941,1,1,1,False,False
Q8INB9,1,1,1,False,False
P31749,1,1,1,True,True
P31750,1,1,1,False,False
P47196,1,1,1,False,False
Q38898,1,1,0,False,False
Q9XTG7,1,0,1,False,False
P31751,1,1,1,True,True
Q60823,1,1,1,False,False
P47197,1,1,1,False,False
Q9Y243,1,1,1,True,True
Q63484,1,1,1,False,False
Q9H8T0,1,1,0,False,False
Q7K4V4,1,0,0,False,False
Q96B36,1,1,0,True,True
Q9D1F4,1,1,0,False,False
P9WPX3,1,1,1,True,True
P10869,1,0,1,False,False
Q8VZC3,1,1,1,False,False
P00352,1,1,1,True,True
P24549,1,0,1,False,False
P51647,1,1,1,False,False
O93344,1,0,1,False,False
O94788,1,1,0,True,True
Q62148,1,0,1,False,False
Q63639,1,1,1,True,True
P47895,1,1,1,True,True
Q9JHW9,1,1,1,False,False
Q8K4D8,1,0,1,False,False
P13601,1,0,1,False,False
P30837,1,1,0,False,False
O75891,1,1,1,True,True
P28037,1,1,1,True,True
Q3SY69,1,1,1,False,False
